timestamp_us,session_time_us,slot,position,button1,button2
1781148777708075,9592,right,0.000785,1,0
1781148777726134,27651,right,0.000576,1,0
1781148777750073,51590,right,0.000366,1,0
1781148777768125,69642,right,0.000156,1,0
1781148777792073,93590,right,0.000000,0,0
1781148777810005,111522,right,0.000000,0,0
1781148777828005,129522,right,0.000000,0,0
1781148777852150,153667,right,0.000000,0,0
1781148777870099,171616,right,0.000000,0,0
1781148777942130,243647,right,0.000000,0,0
1781148778020077,321594,right,0.000000,0,0
1781148778116050,417567,right,0.000000,0,0
1781148778140008,441525,right,0.000000,0,0
1781148778164049,465566,right,0.000000,0,0
1781148778331978,633495,right,0.000000,0,0
1781148778464608,766125,right,0.000000,0,0
1781148778523994,825511,right,0.000000,0,0
1781148778548458,849975,right,0.000000,0,0
1781148778566046,867563,right,0.000000,0,0
1781148778589961,891478,right,0.000000,0,0
1781148778614971,916488,right,0.000000,0,0
1781148778631989,933506,right,0.000000,0,0
1781148778662102,963619,right,0.000000,0,0
1781148778680015,981532,right,0.000000,0,0
1781148778698194,999711,right,0.000000,0,0
1781148778727998,1029515,right,0.000000,0,0
1781148778757973,1059490,right,0.000000,0,0
1781148778782017,1083534,right,0.000000,0,0
1781148778800032,1101549,right,0.000000,0,0
1781148778836041,1137558,right,0.000000,0,0
1781148778860151,1161668,right,0.000000,0,0
1781148778884455,1185972,right,0.000000,0,0
1781148778901989,1203506,right,0.000000,0,0
1781148778932071,1233588,right,0.000000,0,0
1781148778956089,1257606,right,0.000000,0,0
1781148778980417,1281934,right,0.000000,0,0
1781148778998145,1299662,right,0.000000,0,0
1781148779028073,1329590,right,0.000000,0,0
1781148779052159,1353676,right,0.000000,0,0
1781148779076046,1377563,right,0.000000,0,0
1781148779100965,1402482,right,0.000000,0,0
1781148779123959,1425476,right,0.000000,0,0
1781148779148896,1450413,right,0.000000,0,0
1781148779178424,1479941,right,0.000000,0,0
1781148779207988,1509505,right,0.000000,0,0
1781148779232010,1533527,right,0.000000,0,0
1781148779261994,1563511,right,0.000000,0,0
1781148779280165,1581682,right,0.000000,0,0
1781148779303990,1605507,right,0.000000,0,0
1781148779340016,1641533,right,0.000000,0,0
1781148779369917,1671434,right,0.000000,0,0
1781148779418187,1719704,right,0.000000,0,0
1781148779448218,1749735,right,0.000000,0,0
1781148779478027,1779544,right,0.000000,0,0
1781148779502273,1803790,right,0.000000,0,0
1781148779628094,1929611,right,0.000000,0,0
1781148779688101,1989618,right,0.000000,0,0
1781148779742024,2043541,right,0.000000,0,0
1781148779789984,2091501,right,0.000000,0,0
1781148779850027,2151544,right,0.000000,0,0
1781148779874274,2175791,right,0.000000,0,0
1781148779898414,2199931,right,0.000000,0,0
1781148779940010,2241527,right,0.000000,0,0
1781148779987947,2289464,right,0.000000,0,0
1781148780030043,2331560,right,0.000000,0,0
1781148780078394,2379911,right,0.000000,0,0
1781148780126130,2427647,right,0.000000,0,0
1781148780144037,2445554,right,0.000000,0,0
1781148780180337,2481854,right,0.000000,0,0
1781148780210656,2512173,right,0.000000,0,0
1781148780239938,2541455,right,0.000000,0,0
1781148780275975,2577492,right,0.000000,0,0
1781148780294672,2596189,right,0.000000,0,0
1781148780315899,2617416,right,0.000000,0,0
1781148780335923,2637440,right,0.000000,0,0
1781148780366130,2667647,right,0.000000,0,0
1781148780384266,2685783,right,0.000000,0,0
1781148780410845,2712362,right,0.000000,0,0
1781148780438131,2739648,right,0.000000,0,0
1781148780462249,2763766,right,0.000000,0,0
1781148780481583,2783100,right,0.000000,0,0
1781148780504047,2805564,right,0.000000,0,0
1781148780522015,2823532,right,0.000000,0,0
1781148780552006,2853523,right,0.000000,0,0
1781148780570085,2871602,right,0.000000,0,0
1781148780588389,2889906,right,0.000000,0,0
1781148780619042,2920559,right,0.000000,0,0
1781148780648006,2949523,right,0.000000,0,0
1781148780671920,2973437,right,0.000000,0,0
1781148780690042,2991559,right,0.000000,0,0
1781148780716106,3017623,right,0.000000,0,0
1781148780732057,3033574,right,0.000000,0,0
1781148780755991,3057508,right,0.000000,0,0
1781148780780012,3081529,right,0.000000,0,0
1781148780804200,3105717,right,0.000000,0,0
1781148780822214,3123731,right,0.000000,0,0
1781148780846082,3147599,right,0.000000,0,0
1781148780869976,3171493,right,0.000000,0,0
1781148780896214,3197731,right,0.000000,0,0
1781148780918079,3219596,right,0.000000,0,0
1781148780936113,3237630,right,0.000000,0,0
1781148780954236,3255753,right,0.000000,0,0
1781148780984137,3285654,right,0.000000,0,0
1781148781002041,3303558,right,0.000000,0,0
1781148781026292,3327809,right,0.000000,0,0
1781148781044411,3345928,right,0.000000,0,0
1781148781067958,3369475,right,0.000000,0,0
1781148781086375,3387892,right,0.000000,0,0
1781148781109913,3411430,right,0.000000,0,0
1781148781128048,3429565,right,0.000000,0,0
1781148781151938,3453455,right,0.000000,0,0
1781148781169928,3471445,right,0.000000,0,0
1781148781193997,3495514,right,0.000000,0,0
1781148781211978,3513495,right,0.000000,0,0
1781148781235954,3537471,right,0.000000,0,0
1781148781253990,3555507,right,0.000000,0,0
1781148781277885,3579402,right,0.000000,0,0
1781148781296009,3597526,right,0.000000,0,0
1781148781320343,3621860,right,0.000000,0,0
1781148781337951,3639468,right,0.000000,0,0
1781148781362213,3663730,right,0.000000,0,0
1781148781386027,3687544,right,0.000000,0,0
1781148781403918,3705435,right,0.000000,0,0
1781148781428156,3729673,right,0.000000,0,0
1781148781446262,3747779,right,0.000000,0,0
1781148781464039,3765556,right,0.000000,0,0
1781148781488317,3789834,right,0.000000,0,0
1781148781505905,3807422,right,0.000000,0,0
1781148781530029,3831546,right,0.000000,0,0
1781148781549163,3850680,right,0.000000,0,0
1781148781567031,3868548,right,0.000000,0,0
1781148781589997,3891514,right,0.000000,0,0
1781148781614061,3915578,right,0.000000,0,0
1781148781632505,3934022,right,0.000000,0,0
1781148781655958,3957475,right,0.000000,0,0
1781148781673963,3975480,right,0.000000,0,0
1781148781698010,3999527,right,0.000000,0,0
1781148781721919,4023436,right,0.000000,0,0
1781148781739943,4041460,right,0.000000,0,0
1781148781757928,4059445,right,0.000000,0,0
1781148781782214,4083731,right,0.000000,0,0
1781148781800366,4101883,right,0.000000,0,0
1781148781824809,4126326,right,0.000000,0,0
1781148781842099,4143616,right,0.000000,0,0
1781148781866132,4167649,right,0.000000,0,0
1781148781883963,4185480,right,0.000000,0,0
1781148781908151,4209668,right,0.000000,0,0
1781148781925999,4227516,right,0.000000,0,0
1781148781943848,4245365,right,0.000000,0,0
1781148781968903,4270420,right,0.000000,0,0
1781148781986013,4287530,right,0.000000,0,0
1781148782009921,4311438,right,0.000000,0,0
1781148782028757,4330274,right,0.000000,0,0
1781148782052248,4353765,right,0.000000,0,0
1781148782069933,4371450,right,0.000000,0,0
1781148782087949,4389466,right,0.000000,0,0
1781148782112109,4413626,right,0.000000,0,0
1781148782130217,4431734,right,0.000000,0,0
1781148782154282,4455799,right,0.000000,0,0
1781148782171901,4473418,right,0.000000,0,0
1781148782189898,4491415,right,0.000000,0,0
1781148782214158,4515675,right,0.000000,0,0
1781148782233108,4534625,right,0.000000,0,0
1781148782257313,4558830,right,0.000000,0,0
1781148782273873,4575390,right,0.000000,0,0
1781148782298307,4599824,right,0.000000,0,0
1781148782316373,4617890,right,0.000000,0,0
1781148782334016,4635533,right,0.000000,0,0
1781148782357906,4659423,right,0.000000,0,0
1781148782375936,4677453,right,0.000000,0,0
1781148782400062,4701579,right,0.000000,0,0
1781148782417959,4719476,right,0.000000,0,0
1781148782435960,4737477,right,0.000000,0,0
1781148782460077,4761594,right,0.000000,0,0
1781148782478587,4780104,right,0.000000,0,0
1781148782502847,4804364,right,0.000000,0,0
1781148782519877,4821394,right,0.000000,0,0
1781148782544102,4845619,right,0.000000,0,0
1781148782561897,4863414,right,0.000000,0,0
1781148782586519,4888036,right,0.000000,0,0
1781148782604030,4905547,right,0.000000,0,0
1781148782628220,4929737,right,0.000000,0,0
1781148782647766,4949283,right,0.000000,0,0
1781148782664319,4965836,right,0.000000,0,0
1781148782687870,4989387,right,0.000000,0,0
1781148782705960,5007477,right,0.000000,0,0
1781148782730351,5031868,right,0.000000,0,0
1781148782748240,5049757,right,0.000000,0,0
1781148782765976,5067493,right,0.000000,0,0
1781148782789920,5091437,right,0.000000,0,0
1781148782814197,5115714,right,0.000000,0,0
1781148782832052,5133569,right,0.000000,0,0
1781148782858015,5159532,right,0.000000,0,0
1781148782873964,5175481,right,0.000000,0,0
1781148782898634,5200151,right,0.000000,0,0
1781148782915926,5217443,right,0.000000,0,0
1781148782940018,5241535,right,0.000000,0,0
1781148782957964,5259481,right,0.000000,0,0
1781148782982583,5284100,right,0.000000,0,0
1781148783005941,5307458,right,0.000000,0,0
1781148783023927,5325444,right,0.000000,0,0
1781148783041892,5343409,right,0.000000,0,0
1781148783065985,5367502,right,0.000000,0,0
1781148783083949,5385466,right,0.000000,0,0
1781148783107856,5409373,right,0.000000,0,0
1781148783126021,5427538,right,0.000000,0,0
1781148783144360,5445877,right,0.000000,0,0
1781148783168158,5469675,right,0.000000,0,0
1781148783185995,5487512,right,0.000000,0,0
1781148783209953,5511470,right,0.000000,0,0
1781148783227924,5529441,right,0.000000,0,0
1781148783252076,5553593,right,0.000000,0,0
1781148783270067,5571584,right,0.000000,0,0
1781148783294058,5595575,right,0.000000,0,0
1781148783312050,5613567,right,0.000000,0,0
1781148783331721,5633238,right,0.000000,0,0
1781148783353912,5655429,right,0.000000,0,0
1781148783371890,5673407,right,0.000000,0,0
1781148783390118,5691635,right,0.000000,0,0
1781148783414174,5715691,right,0.000000,0,0
1781148783434024,5735541,right,0.000000,0,0
1781148783455948,5757465,right,0.000000,0,0
1781148783473954,5775471,right,0.000000,0,0
1781148783497893,5799410,right,0.000000,0,0
1781148783516128,5817645,right,0.000000,0,0
1781148783539898,5841415,right,0.000000,0,0
1781148783557839,5859356,right,0.000000,0,0
1781148783575933,5877450,right,0.000000,0,0
1781148783599915,5901432,right,0.000000,0,0
1781148783617989,5919506,right,0.000000,0,0
1781148783641845,5943362,right,0.000000,0,0
1781148783659909,5961426,right,0.000000,0,0
1781148783678045,5979562,right,0.000000,0,0
1781148783695896,5997413,right,0.000000,0,0
1781148783720315,6021832,right,0.000000,0,0
1781148783737976,6039493,right,0.000000,0,0
1781148783762080,6063597,right,0.000000,0,0
1781148783779974,6081491,right,0.000000,0,0
1781148783798477,6099994,right,0.000000,0,0
1781148783821839,6123356,right,0.000000,0,0
1781148783840010,6141527,right,0.000000,0,0
1781148783864065,6165582,right,0.000000,0,0
1781148783887954,6189471,right,0.000000,0,0
1781148783906087,6207604,right,0.000000,0,0
1781148783930077,6231594,right,0.000000,0,0
1781148783947967,6249484,right,0.000000,0,0
1781148783966437,6267954,right,0.000000,0,0
1781148783990097,6291614,right,0.000000,0,0
1781148784007889,6309406,right,0.000000,0,0
1781148784031980,6333497,right,0.000000,0,0
1781148784050252,6351769,right,0.000000,0,0
1781148784073931,6375448,right,0.000000,0,0
1781148784092095,6393612,right,0.000000,0,0
1781148784115949,6417466,right,0.000000,0,0
1781148784135692,6437209,right,0.000000,0,0
1781148784158050,6459567,right,0.000000,0,0
1781148784177089,6478606,right,0.000000,0,0
1781148784200403,6501920,right,0.000000,0,0
1781148784223881,6525398,right,0.000000,0,0
1781148784243985,6545502,right,0.000000,0,0
1781148784271835,6573352,right,0.000000,0,0
1781148784289856,6591373,right,0.000000,0,0
1781148784314075,6615592,right,0.000000,0,0
1781148784331818,6633335,right,0.000000,0,0
1781148784355879,6657396,right,0.000000,0,0
1781148784373852,6675369,right,0.000000,0,0
1781148784397914,6699431,right,0.000000,0,0
1781148784416001,6717518,right,0.000000,0,0
1781148784433912,6735429,right,0.000000,0,0
1781148784457884,6759401,right,0.000000,0,0
1781148784475917,6777434,right,0.000000,0,0
1781148784499848,6801365,right,0.000000,0,0
1781148784519890,6821407,right,0.000000,0,0
1781148784535944,6837461,right,0.000000,0,0
1781148784559848,6861365,right,0.000000,0,0
1781148784583967,6885484,right,0.000000,0,0
