frame_index,timestamp_us,session_time_us
246,1781148786454559,8756076
247,1781148786491023,8792540
248,1781148786527736,8829253
249,1781148786562287,8863804
250,1781148786594832,8896349
251,1781148786628693,8930210
252,1781148786664903,8966420
253,1781148786688319,8989836
254,1781148786728403,9029920
255,1781148786756250,9057767
256,1781148786789294,9090811
257,1781148786825300,9126817
258,1781148786863103,9164620
259,1781148786894130,9195647
260,1781148786926085,9227602
261,1781148786955294,9256811
262,1781148786989835,9291352
263,1781148787034432,9335949
264,1781148787062310,9363827
265,1781148787093107,9394624
266,1781148787132549,9434066
267,1781148787156723,9458240
268,1781148787193346,9494863
269,1781148787226618,9528135
270,1781148787255647,9557164
271,1781148787289178,9590695
272,1781148787333117,9634634
273,1781148787357369,9658886
274,1781148787393599,9695116
275,1781148787433163,9734680
276,1781148787464802,9766319
277,1781148787502546,9804063
278,1781148787531756,9833273
279,1781148787559588,9861105
280,1781148787596815,9898332
281,1781148787621868,9923385
282,1781148787661856,9963373
283,1781148787701230,10002747
284,1781148787731207,10032724
285,1781148787762481,10063998
286,1781148787791465,10092982
287,1781148787827281,10128798
288,1781148787860708,10162225
289,1781148787891483,10193000
290,1781148787926865,10228382
291,1781148787960763,10262280
292,1781148787997285,10298802
293,1781148788040263,10341780
294,1781148788068259,10369776
295,1781148788101167,10402684
296,1781148788130992,10432509
297,1781148788160179,10461696
298,1781148788212661,10514178
299,1781148788236340,10537857
300,1781148788262080,10563597
301,1781148788305661,10607178
302,1781148788329717,10631234
303,1781148788360002,10661519
304,1781148788395188,10696705
305,1781148788430962,10732479
306,1781148788460631,10762148
307,1781148788495044,10796561
308,1781148788524861,10826378
309,1781148788563385,10864902
310,1781148788592535,10894052
311,1781148788626399,10927916
312,1781148788660341,10961858
313,1781148788692951,10994468
314,1781148788726798,11028315
315,1781148788764492,11066009
316,1781148788795084,11096601
317,1781148788831475,11132992
318,1781148788872331,11173848
319,1781148788897788,11199305
320,1781148788921144,11222661
321,1781148788955351,11256868
322,1781148788990280,11291797
323,1781148789028073,11329590
324,1781148789054698,11356215
325,1781148789092160,11393677
326,1781148789125462,11426979
327,1781148789159927,11461444
328,1781148789192474,11493991
329,1781148789224756,11526273
330,1781148789258094,11559611
331,1781148789292171,11593688
332,1781148789329322,11630839
333,1781148789372770,11674287
334,1781148789400056,11701573
335,1781148789428822,11730339
336,1781148789458062,11759579
337,1781148789498172,11799689
338,1781148789528629,11830146
339,1781148789561253,11862770
340,1781148789589714,11891231
341,1781148789623885,11925402
342,1781148789661621,11963138
343,1781148789693608,11995125
344,1781148789733693,12035210
345,1781148789769987,12071504
346,1781148789792409,12093926
347,1781148789826566,12128083
348,1781148789855674,12157191
349,1781148789895095,12196612
350,1781148789934489,12236006
351,1781148789955647,12257164
352,1781148789993987,12295504
353,1781148790030115,12331632
354,1781148790061191,12362708
355,1781148790092073,12393590
356,1781148790123538,12425055
357,1781148790167114,12468631
358,1781148790191951,12493468
359,1781148790225495,12527012
360,1781148790257486,12559003
361,1781148790297003,12598520
362,1781148790325239,12626756
363,1781148790357491,12659008
364,1781148790391345,12692862
365,1781148790429637,12731154
366,1781148790459977,12761494
367,1781148790495234,12796751
368,1781148790529227,12830744
369,1781148790558706,12860223
370,1781148790588786,12890303
