frame_index,timestamp_us,session_time_us
0,1781083429937971,4955
1,1781083429970779,37763
2,1781083430002739,69723
3,1781083430035483,102467
4,1781083430066743,133727
5,1781083430103869,170853
6,1781083430136174,203158
7,1781083430167331,234315
8,1781083430207428,274412
9,1781083430234663,301647
10,1781083430266715,333699
11,1781083430307159,374143
12,1781083430337467,404451
13,1781083430369201,436185
14,1781083430400943,467927
15,1781083430438802,505786
16,1781083430472296,539280
17,1781083430504735,571719
18,1781083430537115,604099
19,1781083430568128,635112
20,1781083430598928,665912
21,1781083430638141,705125
22,1781083430669893,736877
23,1781083430701162,768146
24,1781083430737792,804776
25,1781083430771553,838537
26,1781083430804913,871897
27,1781083430836789,903773
28,1781083430870487,937471
29,1781083430903178,970162
30,1781083430934174,1001158
31,1781083430972528,1039512
32,1781083431005158,1072142
33,1781083431037379,1104363
34,1781083431067861,1134845
35,1781083431104704,1171688
36,1781083431135509,1202493
37,1781083431165948,1232932
38,1781083431203092,1270076
39,1781083431235878,1302862
40,1781083431270341,1337325
41,1781083431303759,1370743
42,1781083431336834,1403818
43,1781083431370064,1437048
44,1781083431406153,1473137
45,1781083431437786,1504770
46,1781083431479040,1546024
47,1781083431499261,1566245
48,1781083431535412,1602396
49,1781083431565932,1632916
50,1781083431610166,1677150
51,1781083431639288,1706272
52,1781083431672380,1739364
53,1781083431706374,1773358
54,1781083431729661,1796645
55,1781083431773023,1840007
56,1781083431806677,1873661
57,1781083431839140,1906124
58,1781083431870588,1937572
59,1781083431900906,1967890
60,1781083431937268,2004252
61,1781083431970392,2037376
62,1781083432000310,2067294
63,1781083432038365,2105349
64,1781083432068880,2135864
65,1781083432099364,2166348
66,1781083432138089,2205073
67,1781083432170540,2237524
68,1781083432201025,2268009
69,1781083432240762,2307746
70,1781083432265961,2332945
71,1781083432302246,2369230
72,1781083432333177,2400161
73,1781083432369909,2436893
74,1781083432400846,2467830
75,1781083432439623,2506607
76,1781083432473845,2540829
77,1781083432500064,2567048
78,1781083432538619,2605603
79,1781083432575116,2642100
80,1781083432609732,2676716
81,1781083432636435,2703419
82,1781083432667396,2734380
83,1781083432704990,2771974
84,1781083432736053,2803037
85,1781083432766879,2833863
86,1781083432804816,2871800
87,1781083432835365,2902349
88,1781083432866211,2933195
89,1781083432903316,2970300
90,1781083432933718,3000702
91,1781083432971623,3038607
92,1781083433003406,3070390
93,1781083433034930,3101914
94,1781083433065905,3132889
95,1781083433102423,3169407
96,1781083433132573,3199557
97,1781083433168612,3235596
98,1781083433199311,3266295
99,1781083433237609,3304593
100,1781083433269060,3336044
101,1781083433299203,3366187
102,1781083433334962,3401946
103,1781083433365838,3432822
104,1781083433402545,3469529
105,1781083433435095,3502079
106,1781083433467180,3534164
107,1781083433506768,3573752
108,1781083433539226,3606210
109,1781083433572080,3639064
110,1781083433605026,3672010
111,1781083433636379,3703363
112,1781083433667456,3734440
113,1781083433705771,3772755
114,1781083433739922,3806906
115,1781083433771457,3838441
116,1781083433802134,3869118
117,1781083433837315,3904299
118,1781083433868020,3935004
119,1781083433906401,3973385
120,1781083433942998,4009982
121,1781083433968871,4035855
122,1781083433999397,4066381
123,1781083434036024,4103008
124,1781083434067200,4134184
125,1781083434112170,4179154
126,1781083434133306,4200290
127,1781083434173931,4240915
128,1781083434207981,4274965
129,1781083434235336,4302320
130,1781083434267076,4334060
131,1781083434306707,4373691
132,1781083434343725,4410709
133,1781083434370722,4437706
134,1781083434402407,4469391
135,1781083434435140,4502124
136,1781083434474388,4541372
137,1781083434500463,4567447
138,1781083434540726,4607710
139,1781083434568080,4635064
140,1781083434608339,4675323
141,1781083434635841,4702825
142,1781083434667713,4734697
143,1781083434705495,4772479
144,1781083434737935,4804919
