frame_index,timestamp_us,session_time_us
0,1781144558075610,23601
1,1781144558109420,57411
2,1781144558142691,90682
3,1781144558177203,125194
4,1781144558213605,161596
5,1781144558242445,190436
6,1781144558282558,230549
7,1781144558309483,257474
8,1781144558379660,327651
9,1781144558424623,372614
10,1781144558443119,391110
11,1781144558475679,423670
12,1781144558579466,527457
13,1781144558725002,672993
14,1781144558766215,714206
15,1781144558801968,749959
16,1781144558813511,761502
17,1781144558843155,791146
18,1781144558874262,822253
19,1781144558916138,864129
20,1781144558953406,901397
21,1781144558975160,923151
22,1781144559010959,958950
23,1781144559056653,1004644
24,1781144559092640,1040631
25,1781144559133366,1081357
26,1781144559158002,1105993
27,1781144559180035,1128026
28,1781144559208150,1156141
29,1781144559245820,1193811
30,1781144559287486,1235477
31,1781144559325017,1273008
32,1781144559374363,1322354
33,1781144559417698,1365689
34,1781144559441534,1389525
35,1781144559477101,1425092
36,1781144559516140,1464131
37,1781144559557276,1505267
38,1781144559592007,1539998
39,1781144559671173,1619164
40,1781144559720992,1668983
41,1781144559754642,1702633
42,1781144559806540,1754531
43,1781144559858495,1806486
44,1781144559941286,1889277
45,1781144559993353,1941344
46,1781144560056777,2004768
47,1781144560120645,2068636
48,1781144560188649,2136640
49,1781144560242573,2190564
50,1781144560281016,2229007
51,1781144560320036,2268027
52,1781144560366129,2314120
53,1781144560428781,2376772
54,1781144560483911,2431902
55,1781144560538530,2486521
56,1781144560611444,2559435
57,1781144560694674,2642665
58,1781144560712305,2660296
59,1781144560749725,2697716
60,1781144560780888,2728879
61,1781144560811695,2759686
62,1781144560842016,2790007
63,1781144560879353,2827344
64,1781144560915170,2863161
65,1781144560956790,2904781
66,1781144560979130,2927121
67,1781144561007431,2955422
68,1781144561044049,2992040
69,1781144561076206,3024197
70,1781144561112762,3060753
71,1781144561143958,3091949
72,1781144561177082,3125073
73,1781144561212881,3160872
74,1781144561244136,3192127
75,1781144561281882,3229873
76,1781144561309764,3257755
77,1781144561342283,3290274
78,1781144561373057,3321048
79,1781144561407060,3355051
80,1781144561443292,3391283
81,1781144561475109,3423100
82,1781144561513288,3461279
83,1781144561541793,3489784
84,1781144561576509,3524500
85,1781144561612490,3560481
86,1781144561648217,3596208
87,1781144561675762,3623753
88,1781144561708326,3656317
89,1781144561743621,3691612
90,1781144561782152,3730143
91,1781144561811311,3759302
92,1781144561848630,3796621
93,1781144561876917,3824908
